"module name","license","repository"
"@angular-devkit/architect@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular-devkit/build-angular@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular-devkit/build-optimizer@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular-devkit/build-webpack@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular-devkit/core@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular-devkit/schematics@0.8.9","MIT","https://github.com/angular/angular-cli"
"@angular/animations@6.1.10","MIT","https://github.com/angular/angular"
"@angular/cli@6.2.9","MIT","https://github.com/angular/angular-cli"
"@angular/common@6.1.10","MIT","https://github.com/angular/angular"
"@angular/compiler-cli@6.1.10","MIT","https://github.com/angular/angular"
"@angular/compiler@6.1.10","MIT","https://github.com/angular/angular"
"@angular/core@6.1.10","MIT","https://github.com/angular/angular"
"@angular/forms@6.1.10","MIT","https://github.com/angular/angular"
"@angular/http@6.1.10","MIT","https://github.com/angular/angular"
"@angular/language-service@6.1.10","MIT","https://github.com/angular/angular"
"@angular/platform-browser-dynamic@6.1.10","MIT","https://github.com/angular/angular"
"@angular/platform-browser@6.1.10","MIT","https://github.com/angular/angular"
"@angular/router@6.1.10","MIT","https://github.com/angular/angular"
"@ngtools/webpack@6.2.9","MIT","https://github.com/angular/angular-cli"
"@schematics/angular@0.8.9","MIT","https://github.com/angular/angular-cli"
"@schematics/update@0.8.9","MIT","https://github.com/angular/angular-cli"
"@types/bootstrap@4.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasmine@2.8.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jasminewd2@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jquery@3.3.22","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jqueryui@1.12.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@6.0.118","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@0.0.32","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/selenium-webdriver@2.53.43","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sizzle@2.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/sjcl@1.0.28","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-bom@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/strip-json-comments@0.0.30","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.5.13","MIT",""
"@webassemblyjs/helper-buffer@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.5.13","ISC",""
"@webassemblyjs/helper-module-context@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.5.13","MIT",""
"@webassemblyjs/leb128@1.5.13","MIT",""
"@webassemblyjs/utf8@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.5.13","MIT","https://github.com/xtuc/webassemblyjs"
"@yarnpkg/lockfile@1.1.0","BSD-2-Clause","https://github.com/yarnpkg/yarn/blob/master/packages/lockfile"
"JSONStream@1.3.5","(MIT OR Apache-2.0)","https://github.com/dominictarr/JSONStream"
"abbrev@1.0.9","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-dynamic-import@3.0.0","MIT","https://github.com/kesne/acorn-dynamic-import"
"acorn@5.7.3","MIT","https://github.com/acornjs/acorn"
"addressparser@1.0.1","MIT","https://github.com/andris9/addressparser"
"adm-zip@0.4.7","MIT","https://github.com/cthackers/adm-zip"
"after@0.8.2","MIT","https://github.com/Raynos/after"
"ag-grid-angular@21.2.1","MIT","https://github.com/ag-grid/ag-grid-angular"
"ag-grid-community@21.2.1","MIT","https://github.com/ag-grid/ag-grid"
"agent-base@2.1.1","MIT","https://github.com/TooTallNate/node-agent-base"
"agentkeepalive@3.5.2","MIT","https://github.com/node-modules/agentkeepalive"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.4.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.4.0","MIT","https://github.com/epoberezkin/ajv"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"amqplib@0.5.5","MIT","https://github.com/squaremo/amqp.node"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansicolors@0.2.1","MIT","https://github.com/thlorenz/ansicolors"
"anymatch@1.3.2","ISC","https://github.com/es128/anymatch"
"app-root-path@2.1.0","MIT","https://github.com/inxilpro/node-app-root-path"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"arr-diff@2.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-slice@0.2.3","MIT","https://github.com/jonschlinkert/array-slice"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique"
"arraybuffer.slice@0.0.7","MIT","https://github.com/rase-/arraybuffer.slice"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1"
"assert-plus@0.2.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types@0.13.2","MIT","https://github.com/benjamn/ast-types"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@2.6.0","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@8.6.5","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.6.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.6.0","MIT","https://github.com/mhart/aws4"
"axios@0.15.3","MIT","https://github.com/mzabriskie/axios"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-generator@6.26.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"backo2@1.0.2","MIT","https://github.com/mokesmokes/backo"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-arraybuffer@0.1.5","MIT","https://github.com/niklasvh/base64-arraybuffer"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js"
"base64id@1.0.0","MIT","https://github.com/faeldt/base64id"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.1","BSD-3-Clause",""
"better-assert@1.0.2","MIT*","https://github.com/visionmedia/better-assert"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.11.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bitsyntax@0.1.0","MIT","https://github.com/squaremo/bitsyntax-js"
"bl@1.1.2","MIT","https://github.com/rvagg/bl"
"blob@0.0.5","MIT","https://github.com/webmodules/blob"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"blocking-proxy@0.0.5","MIT","https://github.com/angular/jasminewd"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boom@2.10.1","BSD-3-Clause","https://github.com/hapijs/boom"
"bootstrap-select@1.13.3","MIT","https://github.com/snapappointments/bootstrap-select"
"bootstrap@3.3.7","MIT","https://github.com/twbs/bootstrap"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@1.8.5","MIT","https://github.com/jonschlinkert/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@3.2.8","MIT","https://github.com/browserslist/browserslist"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.0.0","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-more-ints@1.0.0","MIT","https://github.com/dpw/node-buffer-more-ints"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"buildmail@4.0.1","MIT","https://github.com/andris9/buildmail"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"builtins@1.0.3","MIT","https://github.com/juliangruber/builtins"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@11.3.3","ISC","https://github.com/zkat/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsite@1.0.0","MIT*",""
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001011","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"cardinal@1.0.0","MIT","https://github.com/thlorenz/cardinal"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chart.js@2.7.3","MIT","https://github.com/chartjs/Chart.js"
"chartjs-color-string@0.5.0","MIT","https://github.com/chartjs/chartjs-color-string"
"chartjs-color@2.2.0","MIT","https://github.com/chartjs/chartjs-color"
"chokidar@1.7.0","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.3","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-dependency-plugin@5.0.2","ISC","https://github.com/aackerman/circular-dependency-plugin"
"circular-json@0.5.9","MIT","https://github.com/WebReflection/circular-json"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-css@4.2.1","MIT","https://github.com/jakubpawlowicz/clean-css"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"clone-deep@2.0.2","MIT","https://github.com/jonschlinkert/clone-deep"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"codelyzer@4.5.0","MIT","https://github.com/mgechev/codelyzer"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combine-lists@1.0.1","MIT","https://github.com/sjelin/combine-lists"
"combined-stream@1.0.6","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.14.1","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-bind@1.0.0","MIT*","https://github.com/component/bind"
"component-emitter@1.2.1","MIT","https://github.com/component/emitter"
"component-inherit@0.0.3","MIT*","https://github.com/component/inherit"
"compressible@2.0.17","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.3.1","MIT","https://github.com/jshttp/cookie"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"copy-webpack-plugin@4.5.2","MIT","https://github.com/webpack-contrib/copy-webpack-plugin"
"core-js@2.5.7","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"create-react-class@15.6.3","MIT","https://github.com/facebook/react"
"cross-spawn@3.0.1","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cryptiles@2.0.5","BSD-3-Clause","https://github.com/hapijs/cryptiles"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-parse@1.7.0","MIT","https://github.com/visionmedia/css-parse"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.7.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-what@2.1.3","BSD-2-Clause","https://github.com/fb55/css-what"
"cssauron@1.4.0","MIT","https://github.com/chrisdickinson/cssauron"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"csv-parse@2.5.0","BSD-3-Clause","https://github.com/wdavidw/node-csv-parse"
"cuint@0.2.2","MIT","https://github.com/pierrec/js-cuint"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"custom-event@1.0.1","MIT","https://github.com/webmodules/custom-event"
"cyclist@1.0.1","MIT","https://github.com/mafintosh/cyclist"
"d3-array@1.2.1","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-axis@1.0.8","BSD-3-Clause","https://github.com/d3/d3-axis"
"d3-brush@1.0.4","BSD-3-Clause","https://github.com/d3/d3-brush"
"d3-chord@1.0.4","BSD-3-Clause","https://github.com/d3/d3-chord"
"d3-collection@1.0.4","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.0.3","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-dispatch@1.0.3","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-drag@1.2.1","BSD-3-Clause","https://github.com/d3/d3-drag"
"d3-dsv@1.0.8","BSD-3-Clause","https://github.com/d3/d3-dsv"
"d3-ease@1.0.3","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-force@1.1.0","BSD-3-Clause","https://github.com/d3/d3-force"
"d3-format@1.2.2","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-geo@1.9.1","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-hierarchy@1.1.5","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.1.6","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.5","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-polygon@1.0.3","BSD-3-Clause","https://github.com/d3/d3-polygon"
"d3-quadtree@1.0.3","BSD-3-Clause","https://github.com/d3/d3-quadtree"
"d3-queue@3.0.7","BSD-3-Clause","https://github.com/d3/d3-queue"
"d3-random@1.1.0","BSD-3-Clause","https://github.com/d3/d3-random"
"d3-request@1.0.6","BSD-3-Clause","https://github.com/d3/d3-request"
"d3-scale@1.0.7","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-selection@1.3.2","BSD-3-Clause","https://github.com/d3/d3-selection"
"d3-shape@1.2.0","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.1.1","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.0.8","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-timer@1.0.7","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3-transition@1.1.1","BSD-3-Clause","https://github.com/d3/d3-transition"
"d3-voronoi@1.1.2","BSD-3-Clause","https://github.com/d3/d3-voronoi"
"d3-zoom@1.7.1","BSD-3-Clause","https://github.com/d3/d3-zoom"
"d3@4.13.0","BSD-3-Clause","https://github.com/d3/d3"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-uri-to-buffer@1.2.0","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"date-format@1.2.0","MIT","https://github.com/nomiddlename/date-format"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"default-gateway@2.7.2","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"default-require-extensions@1.0.0","MIT","https://github.com/jamestalmage/default-require-extensions"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"degenerator@1.0.4","MIT","https://github.com/TooTallNate/node-degenerator"
"del@3.0.0","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.1","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-node@2.0.4","ISC","https://github.com/iliakan/detect-node"
"di@0.0.1","MIT","https://github.com/vojtajina/node-di"
"diff@3.4.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dir-glob@2.2.2","MIT","https://github.com/kevva/dir-glob"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.1","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"dom-converter@0.2.0","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serialize@2.2.1","MIT","https://github.com/webmodules/dom-serialize"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.4.2","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"dot@1.1.2","MIT","https://github.com/olado/doT"
"double-ended-queue@2.1.0-0","MIT","https://github.com/petkaantonov/deque"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"ecc-jsbn@0.1.1","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"ejs@2.7.4","Apache-2.0","https://github.com/mde/ejs"
"electron-to-chromium@1.3.309","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.1","MIT","https://github.com/indutny/elliptic"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.12","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"engine.io-client@3.1.6","MIT","https://github.com/socketio/engine.io-client"
"engine.io-parser@2.1.3","MIT","https://github.com/socketio/engine.io-parser"
"engine.io@3.1.5","MIT","https://github.com/socketio/engine.io"
"enhanced-resolve@4.1.1","MIT","https://github.com/webpack/enhanced-resolve"
"ent@2.2.0","MIT","https://github.com/substack/node-ent"
"entities@2.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"err-code@1.1.2","MIT","https://github.com/IndigoUnited/js-err-code"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.16.0","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"es6-promise@4.2.5","MIT","https://github.com/stefanpenner/es6-promise"
"es6-promisify@5.0.0","MIT","https://github.com/digitaldesignlabs/es6-promisify"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
